,price,year,mileage,clusters,cluster
1576,7200,2013,82670.0,2,dark purple
1577,15600,2019,36305.0,1,purple
1578,39700,2019,10475.0,1,purple
1579,16000,2019,34734.0,1,purple
1580,7500,2012,186713.0,0,pink
1581,15500,2017,132150.0,0,pink
1582,19000,2019,12928.0,1,purple
1583,5500,2015,116539.0,0,pink
1584,38700,2018,59549.0,2,dark purple
1585,21000,2019,12174.0,1,purple
1586,28500,2016,96129.0,2,dark purple
1587,37200,2018,89809.0,2,dark purple
1588,18500,2019,18202.0,1,purple
1589,15000,2015,128505.0,0,pink
1590,37700,2017,43527.0,1,purple
1591,22200,2019,15792.0,1,purple
1592,39950,2019,9278.0,1,purple
1593,37600,2017,41925.0,1,purple
1594,18500,2019,16924.0,1,purple
1595,10000,2013,119869.0,0,pink
1596,20500,2019,17260.0,1,purple
1597,5700,2013,89490.0,2,dark purple
1598,21000,2019,40772.0,1,purple
1599,22500,2019,25623.0,1,purple
1600,29000,2019,11669.0,1,purple
1601,13200,2013,138524.0,0,pink
1602,25500,2019,13644.0,1,purple
1603,25700,2016,147935.0,0,pink
1604,18900,2015,44456.0,1,purple
1605,31500,2019,20357.0,1,purple
1606,45500,2017,66366.0,2,dark purple
1607,11000,2017,43532.0,1,purple
1608,18288,2015,45218.0,1,purple
1609,20000,2017,85688.0,2,dark purple
1610,36600,2016,58902.0,2,dark purple
1611,18299,2015,59869.0,2,dark purple
1612,10000,2017,35021.0,1,purple
1613,4100,2012,100264.0,2,dark purple
1614,30995,2015,157057.0,0,pink
1615,1750,2012,181316.0,0,pink
1616,31500,2019,23222.0,1,purple
1617,13500,2016,87686.0,2,dark purple
1618,7500,2014,162918.0,0,pink
1619,650,2017,0.0,1,purple
1620,22800,2019,32526.0,1,purple
1621,11300,2016,69402.0,2,dark purple
1622,32700,2014,76336.0,2,dark purple
1623,1350,2012,163334.0,0,pink
1624,21900,2019,47628.0,1,purple
1625,11700,2014,135283.0,0,pink
1626,6500,2014,147903.0,0,pink
1627,9800,2014,74181.0,2,dark purple
1628,11000,2014,77386.0,2,dark purple
1629,1150,2014,123349.0,0,pink
1630,13000,2013,136661.0,0,pink
1631,5500,2013,109600.0,2,dark purple
1632,6000,2014,125369.0,0,pink
1633,11200,2013,122861.0,0,pink
1634,5000,2016,110826.0,0,pink
1635,23400,2019,12198.0,1,purple
1636,13500,2019,45512.0,1,purple
1637,22900,2019,15656.0,1,purple
1638,20000,2020,23984.0,1,purple
1639,22900,2019,15821.0,1,purple
1640,27000,2020,12748.0,1,purple
1641,54500,2019,9865.0,1,purple
1642,20600,2020,17858.0,1,purple
1643,23500,2019,6711.0,1,purple
1644,53000,2019,14939.0,1,purple
1645,23600,2019,15820.0,1,purple
1646,33500,2019,6140.0,1,purple
1647,24400,2019,25552.0,1,purple
1648,13000,2016,54984.0,2,dark purple
1649,48400,2019,24783.0,1,purple
1650,26500,2014,148442.0,0,pink
1651,46200,2019,34191.0,1,purple
1652,9300,2013,82072.0,2,dark purple
1653,13500,2012,104559.0,2,dark purple
1654,27600,2019,13265.0,1,purple
1655,7400,2013,133314.0,0,pink
1656,26500,2019,22458.0,1,purple
1657,26000,2013,70106.0,2,dark purple
1658,24500,2019,23712.0,1,purple
1659,2100,2012,101848.0,2,dark purple
1660,16700,2019,14994.0,1,purple
1661,17500,2015,59726.0,2,dark purple
1662,17000,2019,16448.0,1,purple
1663,22500,2015,28801.0,1,purple
1664,34500,2019,28938.0,1,purple
1665,16600,2019,19022.0,1,purple
1666,7500,2014,93832.0,2,dark purple
1667,34500,2019,25046.0,1,purple
1668,25000,2019,22318.0,1,purple
1669,36000,2019,17301.0,1,purple
1670,23700,2019,27413.0,1,purple
1671,28600,2019,39733.0,1,purple
1672,23500,2013,74195.0,2,dark purple
1673,25300,2019,44383.0,1,purple
1674,24900,2019,19151.0,1,purple
1675,20300,2012,188394.0,0,pink
1676,23400,2020,2452.0,1,purple
1677,14600,2019,36252.0,1,purple
1678,25500,2019,27136.0,1,purple
1679,14700,2019,35951.0,1,purple
1680,33700,2019,35221.0,1,purple
1681,33400,2019,33808.0,1,purple
1682,34000,2019,32022.0,1,purple
1683,17500,2019,34173.0,1,purple
1684,14100,2019,24272.0,1,purple
1685,30000,2019,19055.0,1,purple
1686,16500,2019,34822.0,1,purple
1687,30600,2019,15422.0,1,purple
1688,12800,2019,24765.0,1,purple
1689,26000,2019,23019.0,1,purple
1690,46000,2019,38243.0,1,purple
1691,28500,2019,16509.0,1,purple
1692,24300,2019,18762.0,1,purple
1693,29000,2019,28854.0,1,purple
1694,15300,2019,17392.0,1,purple
1695,27900,2019,13558.0,1,purple
1696,24700,2019,27082.0,1,purple
1697,14400,2019,17510.0,1,purple
1698,15000,2019,24662.0,1,purple
1699,17200,2014,96076.0,2,dark purple
1700,12800,2019,22858.0,1,purple
1701,46900,2020,740.0,1,purple
1702,2800,2013,110748.0,0,pink
1703,16200,2019,25090.0,1,purple
1704,25200,2020,7.0,1,purple
1705,34800,2019,34277.0,1,purple
1706,52000,2019,34527.0,1,purple
1707,26000,2017,99923.0,2,dark purple
1708,40600,2019,39170.0,1,purple
1709,55000,2019,16569.0,1,purple
1710,5000,2015,80612.0,2,dark purple
1711,36400,2019,36616.0,1,purple
1712,7500,2015,92165.0,2,dark purple
1713,14700,2019,44778.0,1,purple
1714,43900,2020,2089.0,1,purple
1715,6400,2013,91652.0,2,dark purple
1716,41100,2019,35801.0,1,purple
1717,23000,2013,88781.0,2,dark purple
1718,13900,2019,36978.0,1,purple
1719,19000,2012,189776.0,0,pink
1720,34800,2019,35233.0,1,purple
1721,22000,2012,151641.0,0,pink
1722,16300,2019,37044.0,1,purple
1723,18800,2019,15835.0,1,purple
1724,13000,2012,201187.0,0,pink
1725,40900,2019,41928.0,1,purple
1726,47000,2019,37059.0,1,purple
1727,12800,2017,33763.0,1,purple
1728,25500,2019,29850.0,1,purple
1729,17800,2019,26675.0,1,purple
1730,25700,2019,17828.0,1,purple
1731,17200,2019,29632.0,1,purple
1732,35000,2019,11544.0,1,purple
1733,28800,2019,21976.0,1,purple
1734,39200,2019,43617.0,1,purple
1735,13600,2019,49254.0,1,purple
1736,24200,2019,51589.0,1,purple
1737,46900,2019,41399.0,1,purple
1738,26500,2019,11734.0,1,purple
1739,24700,2019,41628.0,1,purple
1740,12600,2017,15075.0,1,purple
1741,31800,2019,26591.0,1,purple
1742,24500,2019,22906.0,1,purple
1743,26000,2019,33462.0,1,purple
1744,21000,2017,32747.0,1,purple
1745,22500,2019,33717.0,1,purple
1746,7700,2017,85218.0,2,dark purple
1747,23100,2019,23512.0,1,purple
1748,9200,2017,57853.0,2,dark purple
1749,19600,2019,33324.0,1,purple
1750,11700,2016,23803.0,1,purple
1751,27300,2019,31260.0,1,purple
1752,14300,2016,69428.0,2,dark purple
1753,23600,2019,15755.0,1,purple
1754,6200,2016,90946.0,2,dark purple
1755,22400,2019,51370.0,1,purple
1756,5700,2016,99941.0,2,dark purple
1757,23600,2019,15456.0,1,purple
1758,4600,2016,141603.0,0,pink
1759,37500,2019,2382.0,1,purple
1760,10700,2016,99544.0,2,dark purple
1761,31900,2019,21546.0,1,purple
1762,31600,2019,16293.0,1,purple
1763,12600,2018,40375.0,1,purple
1764,5300,2013,143191.0,0,pink
1765,3900,2018,363.0,1,purple
1766,13000,2015,59656.0,2,dark purple
1767,11800,2018,37878.0,1,purple
1768,24600,2019,20628.0,1,purple
1769,14500,2014,71205.0,2,dark purple
1770,24300,2018,26186.0,1,purple
1771,12300,2018,38157.0,1,purple
1772,14800,2016,30325.0,1,purple
1773,17100,2018,31561.0,1,purple
1774,6800,2016,66655.0,2,dark purple
1775,20300,2018,19029.0,1,purple
1776,26300,2018,11739.0,1,purple
1777,22500,2016,50423.0,1,purple
1778,41200,2019,25638.0,1,purple
1779,20400,2017,59798.0,2,dark purple
1780,49900,2019,5035.0,1,purple
1781,12100,2017,32284.0,1,purple
1782,24000,2016,40371.0,1,purple
1783,9500,2017,107569.0,2,dark purple
1784,9000,2017,96451.0,2,dark purple
1785,9800,2017,94851.0,2,dark purple
1786,7800,2017,108727.0,2,dark purple
1787,17200,2017,91979.0,2,dark purple
1788,18800,2017,76258.0,2,dark purple
1789,9800,2014,147574.0,0,pink
1790,7000,2013,104764.0,2,dark purple
1791,44000,2019,16934.0,1,purple
1792,23400,2019,13822.0,1,purple
1793,30700,2019,5250.0,1,purple
1794,15600,2019,33451.0,1,purple
1795,22600,2019,14291.0,1,purple
1796,22900,2019,16725.0,1,purple
1797,22800,2019,13002.0,1,purple
1798,22700,2019,18902.0,1,purple
1799,23000,2019,9732.0,1,purple
1800,22700,2019,18947.0,1,purple
1801,23000,2019,8402.0,1,purple
1802,34400,2019,17450.0,1,purple
1803,36500,2016,53986.0,1,purple
1804,23100,2019,15848.0,1,purple
1805,23300,2019,10770.0,1,purple
1806,22600,2019,14587.0,1,purple
1807,4500,2016,98625.0,2,dark purple
1808,23000,2019,10916.0,1,purple
1809,8000,2014,107173.0,2,dark purple
1810,11500,2019,10134.0,1,purple
1811,9400,2017,43056.0,1,purple
1812,23000,2019,10655.0,1,purple
1813,2800,2012,173601.0,0,pink
1814,22600,2019,14231.0,1,purple
1815,23000,2019,8985.0,1,purple
1816,5200,2016,84338.0,2,dark purple
1817,19200,2017,104290.0,2,dark purple
1818,10100,2017,45592.0,1,purple
1819,6200,2015,103960.0,2,dark purple
1820,14000,2016,110333.0,2,dark purple
1821,5000,2015,138516.0,0,pink
1822,9200,2016,49094.0,1,purple
1823,14700,2016,97526.0,2,dark purple
1824,3000,2014,87420.0,2,dark purple
1825,30200,2015,67052.0,2,dark purple
1826,3800,2013,58913.0,2,dark purple
1828,21500,2015,14482.0,1,purple
1829,4900,2016,57084.0,2,dark purple
1830,23000,2017,90251.0,2,dark purple
1831,11200,2014,97320.0,2,dark purple
1832,10400,2014,80652.0,2,dark purple
1833,13200,2014,99816.0,2,dark purple
1834,5200,2013,115429.0,0,pink
1835,10500,2015,85549.0,2,dark purple
1836,11900,2013,83030.0,2,dark purple
1837,21200,2014,130168.0,0,pink
1838,23500,2013,80090.0,2,dark purple
1839,4700,2013,118593.0,0,pink
1840,11100,2014,143704.0,0,pink
1841,22000,2015,53507.0,1,purple
1842,14000,2013,48408.0,1,purple
1843,9200,2013,109672.0,2,dark purple
1844,23300,2019,28549.0,1,purple
1845,21700,2012,114500.0,0,pink
1846,11200,2012,67140.0,2,dark purple
1847,11300,2018,42168.0,1,purple
1848,4200,2015,80032.0,2,dark purple
1849,10900,2018,52240.0,2,dark purple
1850,42300,2019,34874.0,1,purple
1851,10500,2014,119689.0,0,pink
1852,43400,2019,37355.0,1,purple
1853,12500,2016,100947.0,2,dark purple
1854,15900,2019,26040.0,1,purple
1855,42500,2019,36638.0,1,purple
1856,15000,2015,137004.0,0,pink
1857,24700,2019,31794.0,1,purple
1858,15500,2015,131106.0,0,pink
1859,49000,2019,22013.0,1,purple
1860,29000,2017,42291.0,1,purple
1861,16800,2019,13155.0,1,purple
1862,51000,2019,24869.0,1,purple
1863,16500,2019,18454.0,1,purple
1864,10000,2016,16694.0,1,purple
1865,27900,2019,28922.0,1,purple
1866,23700,2019,23534.0,1,purple
1867,20000,2012,24581.0,1,purple
1868,45600,2019,35646.0,1,purple
1869,6000,2012,129873.0,0,pink
1870,15600,2019,28669.0,1,purple
1871,25000,2017,32454.0,1,purple
1872,28500,2019,21800.0,1,purple
1874,19990,2016,23796.0,1,purple
1875,34400,2019,42506.0,1,purple
1876,30999,2016,6249.0,1,purple
1877,41000,2019,47496.0,1,purple
1878,27999,2016,10700.0,1,purple
1879,42000,2019,39604.0,1,purple
1881,29795,2016,7275.0,1,purple
1882,24700,2019,8806.0,1,purple
1883,13995,2016,105115.0,2,dark purple
1884,2900,2015,57340.0,2,dark purple
1885,35400,2019,36167.0,1,purple
1886,24549,2016,44941.0,1,purple
1887,8900,2014,53102.0,2,dark purple
1888,15800,2019,26637.0,1,purple
1889,18500,2016,45814.0,1,purple
1890,32000,2019,17310.0,1,purple
1891,28300,2019,24116.0,1,purple
1892,10500,2019,14128.0,1,purple
1893,24970,2016,49882.0,1,purple
1894,13800,2019,38964.0,1,purple
1895,2580,2012,102705.0,2,dark purple
1897,2500,2012,98620.0,2,dark purple
1898,28990,2016,15825.0,1,purple
1899,50000,2019,29499.0,1,purple
1900,33800,2014,100255.0,2,dark purple
1902,2500,2013,167552.0,0,pink
1903,46999,2016,16956.0,1,purple
1904,16700,2019,36896.0,1,purple
1905,34700,2013,77281.0,2,dark purple
1906,28900,2019,24795.0,1,purple
1907,30800,2016,16771.0,1,purple
1908,27100,2019,28692.0,1,purple
1909,13388,2012,113821.0,0,pink
1910,26000,2019,19793.0,1,purple
1911,17900,2016,27940.0,1,purple
1912,23400,2019,24987.0,1,purple
1913,29800,2016,18367.0,1,purple
1914,23700,2019,14109.0,1,purple
1915,1725,2012,158781.0,0,pink
1916,33995,2016,27369.0,1,purple
1917,23500,2019,30208.0,1,purple
1918,32500,2019,24024.0,1,purple
1919,2500,2016,64999.0,2,dark purple
1920,39000,2019,8404.0,1,purple
1921,11000,2018,8884.0,1,purple
1922,32500,2019,24126.0,1,purple
1923,800,2012,129659.0,0,pink
1924,26900,2019,31713.0,1,purple
1925,11200,2016,109996.0,2,dark purple
1926,21000,2018,6821.0,1,purple
1927,32000,2019,17867.0,1,purple
1928,7300,2016,110253.0,2,dark purple
1929,12800,2018,39364.0,1,purple
1930,24190,2018,4018.0,1,purple
1931,29100,2019,21054.0,1,purple
1932,29000,2017,48309.0,1,purple
1933,17300,2016,68666.0,2,dark purple
1934,19888,2018,34071.0,1,purple
1935,31000,2019,13600.0,1,purple
1936,37200,2017,44956.0,1,purple
1937,8600,2016,72607.0,2,dark purple
1938,24857,2018,33815.0,1,purple
1939,23500,2019,31491.0,1,purple
1940,26100,2018,32149.0,1,purple
1941,10800,2016,26654.0,1,purple
1942,20995,2018,36637.0,1,purple
1943,29300,2019,17000.0,1,purple
1944,33100,2018,15960.0,1,purple
1945,13800,2016,40774.0,1,purple
1946,19498,2018,40338.0,1,purple
1947,14900,2019,40505.0,1,purple
1948,8700,2016,30735.0,1,purple
1949,20600,2019,33965.0,1,purple
1950,5000,2018,7339.0,1,purple
1951,19995,2018,42470.0,1,purple
1952,14900,2019,40670.0,1,purple
1953,19500,2016,41233.0,1,purple
1954,24500,2019,13162.0,1,purple
1955,15000,2018,38744.0,1,purple
1956,26985,2018,14023.0,1,purple
1957,31000,2019,9741.0,1,purple
1958,24300,2017,31017.0,1,purple
1959,16800,2019,37786.0,1,purple
1960,17200,2018,32415.0,1,purple
1961,34995,2018,10421.0,1,purple
1962,24300,2019,29305.0,1,purple
1963,26400,2017,51309.0,1,purple
1964,16800,2019,38001.0,1,purple
1965,15500,2018,18849.0,1,purple
1966,19440,2018,43269.0,1,purple
1967,16700,2019,36989.0,1,purple
1968,29000,2017,29320.0,1,purple
1969,16100,2019,34244.0,1,purple
1970,17200,2018,32938.0,1,purple
1971,20950,2018,40793.0,1,purple
1972,46200,2017,94741.0,2,dark purple
1973,29400,2019,25011.0,1,purple
1975,32999,2018,6881.0,1,purple
1976,6600,2014,80423.0,2,dark purple
1977,50200,2017,92405.0,2,dark purple
1978,28300,2019,15436.0,1,purple
1979,12000,2017,104665.0,2,dark purple
1980,32999,2018,16194.0,1,purple
1981,12600,2014,48188.0,1,purple
1982,5200,2017,65164.0,2,dark purple
1983,20500,2019,35930.0,1,purple
1984,1200,2012,167376.0,0,pink
1985,35999,2018,13674.0,1,purple
1986,41000,2019,9235.0,1,purple
1987,33100,2017,103002.0,2,dark purple
1988,23500,2019,12836.0,1,purple
1989,18799,2015,137728.0,0,pink
1990,33999,2018,6921.0,1,purple
1991,35000,2019,14359.0,1,purple
1992,26100,2017,58118.0,2,dark purple
1993,15400,2019,31124.0,1,purple
1994,25998,2015,25734.0,1,purple
1995,31831,2018,14059.0,1,purple
1996,40400,2019,13472.0,1,purple
1997,15400,2013,123983.0,0,pink
1998,13500,2019,35023.0,1,purple
1999,25995,2015,39509.0,1,purple
2000,27990,2018,4512.0,1,purple
2001,23985,2015,51884.0,1,purple
2002,27995,2018,4181.0,1,purple
2003,13995,2015,56703.0,2,dark purple
2004,29988,2018,4712.0,1,purple
2005,12995,2015,102800.0,2,dark purple
2006,21687,2018,7109.0,1,purple
2007,25200,2016,100943.0,2,dark purple
2008,29590,2015,3915.0,1,purple
2009,28999,2018,15550.0,1,purple
2010,13942,2015,62542.0,2,dark purple
2011,15300,2018,38370.0,1,purple
2012,35400,2020,671.0,1,purple
2013,32700,2016,61477.0,2,dark purple
2014,13995,2015,73891.0,2,dark purple
2015,1850,2014,168805.0,0,pink
2016,15800,2012,82564.0,2,dark purple
2017,36000,2016,85649.0,2,dark purple
2018,15495,2015,48374.0,1,purple
2019,21500,2012,11990.0,1,purple
2020,7200,2016,64111.0,2,dark purple
2021,17589,2015,28771.0,1,purple
2022,31700,2015,126708.0,0,pink
2023,31790,2015,27165.0,1,purple
2024,18100,2015,106546.0,2,dark purple
2025,14495,2015,54778.0,2,dark purple
2026,15000,2020,11729.0,1,purple
2027,26400,2015,85197.0,2,dark purple
2028,27990,2015,19130.0,1,purple
2029,19700,2015,72369.0,2,dark purple
2030,15300,2015,59646.0,2,dark purple
2031,22000,2014,68418.0,2,dark purple
2032,23999,2015,8400.0,1,purple
2033,16488,2015,45084.0,1,purple
2034,12784,2015,67037.0,2,dark purple
2035,23400,2015,64135.0,2,dark purple
2036,9705,2017,72377.0,2,dark purple
2037,25999,2015,39367.0,1,purple
2038,34977,2015,46540.0,1,purple
2039,19000,2015,40677.0,1,purple
2040,15995,2015,69438.0,2,dark purple
2041,13487,2015,96246.0,2,dark purple
2042,18707,2015,69719.0,2,dark purple
2043,15290,2015,75933.0,2,dark purple
2044,15600,2015,54325.0,2,dark purple
2045,47000,2019,24902.0,1,purple
2046,16080,2015,31793.0,1,purple
2047,50000,2019,16505.0,1,purple
2048,15268,2015,74361.0,2,dark purple
2049,47500,2019,27868.0,1,purple
2050,18497,2015,34011.0,1,purple
2051,10000,2019,19993.0,1,purple
2052,19995,2015,48115.0,1,purple
2053,49000,2019,22543.0,1,purple
2054,17150,2015,67091.0,2,dark purple
2055,45000,2019,28790.0,1,purple
2056,14295,2015,59391.0,2,dark purple
2057,49000,2019,18449.0,1,purple
2058,16190,2015,71824.0,2,dark purple
2059,49000,2019,19304.0,1,purple
2060,17899,2015,39159.0,1,purple
2061,26000,2019,18708.0,1,purple
2062,14000,2015,79430.0,2,dark purple
2063,15500,2019,12393.0,1,purple
2064,16888,2015,56329.0,2,dark purple
2065,28000,2019,12155.0,1,purple
2066,8305,2014,63291.0,2,dark purple
2067,21822,2015,36041.0,1,purple
2068,15500,2019,25810.0,1,purple
2069,12500,2015,130388.0,0,pink
2070,15995,2015,23878.0,1,purple
2071,16000,2019,15460.0,1,purple
2072,38200,2018,46710.0,1,purple
2073,12995,2015,65342.0,2,dark purple
2074,14488,2015,64061.0,2,dark purple
2075,17500,2016,93164.0,2,dark purple
2076,21995,2015,35629.0,1,purple
2077,8500,2015,118483.0,0,pink
2078,16593,2015,71573.0,2,dark purple
2079,13000,2017,33660.0,1,purple
2080,14247,2015,61168.0,2,dark purple
2081,23500,2017,42241.0,1,purple
2082,16999,2015,21004.0,1,purple
2083,25000,2017,45003.0,1,purple
2084,20159,2015,45278.0,1,purple
2085,31000,2017,0.0,1,purple
2086,22500,2018,24747.0,1,purple
2087,29500,2017,48707.0,1,purple
2089,24000,2017,50874.0,1,purple
2090,20500,2017,70727.0,2,dark purple
2091,27200,2019,29382.0,1,purple
2092,24900,2018,33194.0,1,purple
2093,24500,2017,52084.0,1,purple
2094,34000,2018,51122.0,1,purple
2095,28000,2017,40286.0,1,purple
2096,27000,2017,55420.0,2,dark purple
2097,34000,2018,10282.0,1,purple
2098,42500,2017,85278.0,2,dark purple
2099,33000,2018,7258.0,1,purple
2100,10200,2018,93350.0,2,dark purple
2101,25600,2019,37166.0,1,purple
2102,16300,2018,69480.0,2,dark purple
2103,26500,2016,34679.0,1,purple
2104,36500,2018,24151.0,1,purple
2105,25900,2019,32796.0,1,purple
2106,22500,2016,67979.0,2,dark purple
2107,29000,2018,18690.0,1,purple
2108,825,2012,78072.0,2,dark purple
2109,10500,2016,54251.0,2,dark purple
2110,32000,2018,32262.0,1,purple
2111,27700,2015,92358.0,2,dark purple
2112,4000,2015,90740.0,2,dark purple
2113,38800,2018,35225.0,1,purple
2114,26200,2015,129063.0,0,pink
2115,19500,2018,49985.0,1,purple
2116,11700,2015,52340.0,2,dark purple
2117,34000,2018,21406.0,1,purple
2118,38600,2019,16619.0,1,purple
2119,21500,2015,41293.0,1,purple
2120,38500,2018,37053.0,1,purple
2121,38500,2018,34532.0,1,purple
2122,12000,2017,13328.0,1,purple
2123,30500,2018,56836.0,2,dark purple
2124,11300,2016,48080.0,1,purple
2125,29500,2018,12271.0,1,purple
2126,16100,2014,97318.0,2,dark purple
2127,32500,2018,12717.0,1,purple
2128,29000,2019,12764.0,1,purple
2129,30000,2018,19951.0,1,purple
2130,26000,2019,32458.0,1,purple
2131,26000,2018,21616.0,1,purple
2132,18500,2019,17755.0,1,purple
2133,12000,2017,73846.0,2,dark purple
2134,30000,2018,15771.0,1,purple
2135,14700,2019,29168.0,1,purple
2136,25000,2017,159182.0,0,pink
2137,26550,2018,15296.0,1,purple
2138,27000,2019,30476.0,1,purple
2139,34000,2016,131754.0,0,pink
2140,27500,2018,26095.0,1,purple
2141,25500,2018,22107.0,1,purple
2142,13500,2019,31207.0,1,purple
2143,4000,2015,112810.0,0,pink
2144,25700,2018,19058.0,1,purple
2145,29000,2015,109137.0,2,dark purple
2146,30500,2018,24058.0,1,purple
2147,30000,2018,6967.0,1,purple
2148,9000,2014,118340.0,0,pink
2149,19000,2018,36145.0,1,purple
2150,25800,2019,33942.0,1,purple
2151,26500,2018,38868.0,1,purple
2152,29300,2019,36190.0,1,purple
2153,6300,2018,37177.0,1,purple
2154,25400,2019,39267.0,1,purple
2155,26000,2018,33350.0,1,purple
2156,7000,2017,57889.0,2,dark purple
2157,25900,2018,34081.0,1,purple
2158,9700,2019,26821.0,1,purple
2159,27000,2018,40577.0,1,purple
2160,9100,2019,52355.0,2,dark purple
2161,28000,2018,30620.0,1,purple
2162,25700,2019,22019.0,1,purple
2163,27500,2018,36742.0,1,purple
2164,9400,2019,32473.0,1,purple
2165,25500,2018,43406.0,1,purple
2166,20500,2019,34696.0,1,purple
2167,21500,2018,43519.0,1,purple
2168,12800,2019,37716.0,1,purple
2169,23900,2018,41627.0,1,purple
2170,9400,2019,29986.0,1,purple
2171,26900,2018,41496.0,1,purple
2172,25500,2019,20613.0,1,purple
2173,27000,2018,33475.0,1,purple
2174,9300,2019,32305.0,1,purple
2175,14400,2018,38148.0,1,purple
2176,19000,2019,39976.0,1,purple
2177,14000,2018,50513.0,1,purple
2178,13600,2019,31408.0,1,purple
2179,19200,2018,41351.0,1,purple
2180,13600,2019,32038.0,1,purple
2181,18600,2018,38279.0,1,purple
2182,13700,2019,30471.0,1,purple
2183,18200,2018,41569.0,1,purple
2184,13800,2019,31142.0,1,purple
2185,22000,2018,31598.0,1,purple
2186,13700,2019,31380.0,1,purple
2187,28000,2018,22179.0,1,purple
2188,13800,2019,29266.0,1,purple
2189,18600,2018,42156.0,1,purple
2190,13700,2019,30875.0,1,purple
2191,13700,2019,30609.0,1,purple
2192,13800,2019,29508.0,1,purple
2193,17700,2019,12837.0,1,purple
2194,13900,2019,29633.0,1,purple
2195,13900,2019,27461.0,1,purple
2196,50500,2018,74961.0,2,dark purple
2197,13600,2019,32154.0,1,purple
2198,55000,2018,37245.0,1,purple
2199,13800,2019,29345.0,1,purple
2201,13800,2019,30054.0,1,purple
2202,45800,2018,11173.0,1,purple
2203,13800,2019,30902.0,1,purple
2204,5500,2018,31231.0,1,purple
2205,14400,2020,10728.0,1,purple
2206,11450,2018,35374.0,1,purple
2207,11000,2018,36715.0,1,purple
2208,11450,2018,33437.0,1,purple
2209,11000,2018,36788.0,1,purple
2210,11200,2018,35491.0,1,purple
2211,11400,2018,33644.0,1,purple
2212,11450,2018,35831.0,1,purple
2213,11050,2018,35050.0,1,purple
2214,11400,2018,34924.0,1,purple
2215,11050,2018,34962.0,1,purple
2216,10850,2018,39985.0,1,purple
2217,10900,2018,38816.0,1,purple
2218,10450,2018,41579.0,1,purple
2219,10800,2018,40455.0,1,purple
2220,10850,2018,39996.0,1,purple
2221,10800,2018,41077.0,1,purple
2222,10850,2018,39183.0,1,purple
2223,10800,2018,40478.0,1,purple
2224,10900,2018,38806.0,1,purple
2225,10400,2018,45331.0,1,purple
2226,10500,2018,43531.0,1,purple
2227,10800,2018,41033.0,1,purple
2228,10800,2018,40332.0,1,purple
2229,11200,2019,22319.0,1,purple
2230,11100,2019,22305.0,1,purple
2231,12200,2019,36996.0,1,purple
2232,4000,2019,0.0,1,purple
2233,9000,2019,27611.0,1,purple
2234,14900,2019,26516.0,1,purple
2235,4600,2019,31397.0,1,purple
2236,6400,2019,18300.0,1,purple
2237,10400,2019,26743.0,1,purple
2238,7800,2019,15832.0,1,purple
2239,12300,2019,31939.0,1,purple
2240,10900,2019,31037.0,1,purple
2241,8500,2019,22521.0,1,purple
2242,7300,2019,31335.0,1,purple
2243,5900,2019,28315.0,1,purple
2244,20000,2017,83437.0,2,dark purple
2245,11200,2018,42250.0,1,purple
2246,14400,2018,45732.0,1,purple
2247,16500,2018,49185.0,1,purple
2248,13400,2017,45826.0,1,purple
2249,12500,2017,36844.0,1,purple
2250,6500,2013,104343.0,2,dark purple
2251,19800,2018,34138.0,1,purple
2252,8800,2018,34761.0,1,purple
2253,12800,2018,32656.0,1,purple
2254,8800,2018,34837.0,1,purple
2255,3500,2019,30099.0,1,purple
2256,750,2018,37088.0,1,purple
2257,10800,2017,41729.0,1,purple
2258,22300,2017,17195.0,1,purple
2259,8300,2018,43064.0,1,purple
2260,8300,2018,47510.0,1,purple
2261,8000,2018,52571.0,2,dark purple
2262,15200,2018,12129.0,1,purple
2263,6700,2017,62280.0,2,dark purple
2264,7500,2017,74859.0,2,dark purple
2265,10500,2017,59508.0,2,dark purple
2266,8400,2017,58529.0,2,dark purple
2267,7000,2015,24396.0,1,purple
2268,25500,2020,10317.0,1,purple
2269,4100,2017,37619.0,1,purple
2270,13900,2020,15160.0,1,purple
2271,1900,2015,91898.0,2,dark purple
2272,14700,2017,31198.0,1,purple
2273,1900,2013,144015.0,0,pink
2274,18800,2017,15621.0,1,purple
2275,7800,2018,54815.0,2,dark purple
2276,13500,2016,53011.0,2,dark purple
2277,8000,2018,56255.0,2,dark purple
2278,3300,2013,100225.0,2,dark purple
2279,7200,2017,54117.0,2,dark purple
2280,8000,2017,54119.0,2,dark purple
2281,1280,2012,162176.0,0,pink
2282,14000,2018,37655.0,1,purple
2283,3500,2015,101178.0,2,dark purple
2284,600,2012,206142.0,0,pink
2285,12500,2018,43187.0,1,purple
2286,5800,2013,105590.0,2,dark purple
2287,8000,2018,53903.0,2,dark purple
2288,2200,2015,73382.0,2,dark purple
2289,8300,2018,48977.0,1,purple
2290,7500,2016,77504.0,2,dark purple
2291,8000,2018,50871.0,1,purple
2292,3500,2012,107734.0,2,dark purple
2293,8000,2018,53098.0,2,dark purple
2294,2000,2012,159990.0,0,pink
2295,7800,2018,51552.0,2,dark purple
2296,8000,2018,54692.0,2,dark purple
2297,18500,2019,18611.0,1,purple
2298,8000,2018,51654.0,2,dark purple
2299,18300,2019,24046.0,1,purple
2300,7500,2018,65184.0,2,dark purple
2301,29800,2019,37398.0,1,purple
2302,21100,2020,19597.0,1,purple
